code,name,description,cost_price
4100 manual microwave oven,4100 Manual Microwave Oven,,12500
7025 cc white body golden jali 3in1,7025 cc white body golden jali 3in1,,3650
8830 multy net 4in1 juicer,8830 Multy Net 4in1 Juicer,,3300
693r sogo fan,693R SOGO FAN,,5000
drain white 3in1 juicer,Drain White 3in1 Juicer,,16
005 st national blender,005 St National Blender,,1350
new model microwave oven,New Model Microwave Oven,,13200
179 anex juicer,179 Anex Juicer,,13377
70 m panasonic 3in1 juicer,70 M Panasonic 3in1 Juicer,,2500
1717 ss heavy pure 3in1 juicer 8820 panasonic,1717 SS HEAVY PURE 3in1 Juicer 8820 Panasonic,,0
95 raf kneading machine,95 Raf Kneading Machine,,8400
box 003 national blender,Box 003 National Blender,,42
636 solo juicer,636 Solo Juicer,,17000
6030 m net microwave oven,6030 M Net Microwave Oven,,20000
2003 royal iron,2003 Royal Iron,,650
3063 anex pizza pan,3063 Anex Pizza Pan,,8008
9503 west point bowl beater,9503 West Point Bowl Beater,,5647
3090 nd national garment steamer,3090 ND National Garment Steamer,,12905
176 oxford bl 3in1 juicer,176 Oxford BL 3in1 Juicer,,2924
5780 philips air fryer 10 ltr,5780 Philips Air Fryer 10 Ltr,,12660
625 cambridge steamer,625 Cambridge Steamer,,5200
20 finix insect killer,20 Finix Insect Killer,,1800
1364 philips stick blender,1364 Philips Stick Blender,,6500
850 philips air fryer,850 Philips Air Fryer,,11700
1040 gb national gray iron,1040 GB National Gray Iron,,1169.38
682 philips blender,682 Philips Blender,,2675
mp panasonic bb 3in1 juicer,MP Panasonic BB 3in1 Juicer,,3180
230 panasonic air fryer steel body,230 Panasonic Air Fryer Steel Body,,13400
20l np microwave oven,20L NP Microwave Oven,,11700
50 kenwood sandwich maker,50 Kenwood Sandwich Maker,,8000
130 dg microwave oven touch with grill,130 DG Microwave Oven Touch With Grill,,22500
mrs. farhat manzoor kitchen king i.t return & wealth statement,Mrs. Farhat Manzoor Kitchen King I.T Return & Wealth Statement,,65000
103 panasonic chopper,103 Panasonic Chopper,,2900
306 kenwood hand mixer,306 Kenwood Hand Mixer,,1600
20l orient puf microwave oven,20L Orient Puf Microwave Oven,,12315.38
650 nd national food factory silver,650 ND National Food Factory Silver,,8700
2019 anex air fryer,2019 Anex Air Fryer,,24014.9
box 592 panasonic blender,Box 592 Panasonic Blender,,56
3055 p gray panasonic iron,3055 P Gray Panasonic Iron,,840
918 ns kettle,918 NS Kettle,,1250
sticker 176 ms,Sticker 176 MS,,1.25
111 oxford blender,111 Oxford Blender,,1836.1
4016 stand dish new modle,4016 stand dish new modle,,2650
17mm patch nut,17MM Patch Nut,,8.73
9019 hot plate ib,9019 Hot Plate IB,,3200
33013 geepas induction cooker,33013 Geepas Induction Cooker,,10000
4000 5 ltr chopper,4000 5 Ltr Chopper,,0
176 p new multy net juicer,176 P New Multy Net Juicer,,2780
2040 mj panasonic chooper,2040 mj panasonic chooper,,2900
4054 gl blender 2 in 1,4054 GL Blender 2 IN 1,,1875
656 nd national air fryer,656 ND National Air Fryer,,13050
348 microwave oven,348 Microwave Oven,,11500
176 juicy venus china 3in1 juicer,176 Juicy Venus China 3in1 Juicer,,2275
113 c blender deuron,113 C BLENDER DEURON,,2200
756 nd national air fryer manual 8 ltr,756 ND National Air Fryer Manual 8 Ltr,,12006
250 panasonic steam iron,250 Panasonic Steam Iron,,6300
786 moulinex 3in1 juicer,786 Moulinex 3in1 Juicer,,3400
718 panasonic blender 7020cc,718 Panasonic Blender 7020CC,,800
3140 anex chopper,3140 Anex Chopper,,13106.83
1680 kenwood food processor,1680  KENWOOD FOOD PROCESSOR,,11214
7914 cambridge iron,7914 Cambridge Iron,,990
008 philips sandwich maker,008 Philips Sandwich Maker,,2700
125 seco air purifier,125 Seco Air Purifier,,24233.33
4027 anex kettle 1.7 ltr,4027 Anex Kettle 1.7 Ltr,,5733
718 seco fan,718 Seco Fan,,5100
612 ph sandwich maker,612 Ph Sandwich Maker,,1950
box 8600 kenwood 3in1 juicer,Box 8600 Kenwood 3in1 Juicer,,80.5
4033 anex kettle,4033 Anex Kettle,,4920.82
660 panasonic food factory,660 Panasonic Food Factory,,5100
2030 oxford 3in1 juicer,2030 Oxford 3in1 Juicer,,4613.9
108 raf coffee beater,108 Raf Coffee Beater,,1833.33
3 ltr kolax chopper,3 Ltr kolax Chopper,,4000
ref 9140wb avante pearl red fridge,REF 9140WB Avante Pearl Red Fridge,,56152.73
176 philips 3in1 juicer,176 Philips 3in1 Juicer,,3100
1003 arisha hot plate,1003 Arisha Hot Plate,,3800
24k kenwood 2in1 blender,24K Kenwood 2in1 Blender,,4200
LEGACY-PART-38,Complete Body Amm,Created from legacy assembly part during recipe migration,880
LEGACY-PART-2,Motor 7025CC,Created from legacy assembly part during recipe migration,840
LEGACY-PART-3,Nut Kaim,Created from legacy assembly part during recipe migration,3
LEGACY-PART-4,Malta Washer,Created from legacy assembly part during recipe migration,3
LEGACY-PART-5,Button,Created from legacy assembly part during recipe migration,75
LEGACY-PART-6,Pech Button 2,Created from legacy assembly part during recipe migration,2
LEGACY-PART-29,Wire Amm,Created from legacy assembly part during recipe migration,38
LEGACY-PART-8,Body Pech 6,Created from legacy assembly part during recipe migration,5
LEGACY-PART-9,Kaim,Created from legacy assembly part during recipe migration,83
LEGACY-PART-10,Jug Glass + Chori,Created from legacy assembly part during recipe migration,550
LEGACY-PART-43,Blade Jug Amm,Created from legacy assembly part during recipe migration,15
LEGACY-PART-44,Garari Jug Amm,Created from legacy assembly part during recipe migration,7
LEGACY-PART-14,Fiber Washal 2,Created from legacy assembly part during recipe migration,2
LEGACY-PART-45,Blade Masala Amm,Created from legacy assembly part during recipe migration,13
LEGACY-PART-15,Fiber Washal Masala 2,Created from legacy assembly part during recipe migration,2
LEGACY-PART-16,Gene,Created from legacy assembly part during recipe migration,16
LEGACY-PART-17,Labor,Created from legacy assembly part during recipe migration,30
LEGACY-PART-18,Print,Created from legacy assembly part during recipe migration,7
LEGACY-PART-33,Jali,Created from legacy assembly part during recipe migration,365
LEGACY-PART-20,Box,Created from legacy assembly part during recipe migration,90
LEGACY-PART-21,Shelving,Created from legacy assembly part during recipe migration,20
LEGACY-PART-22,Thermopore,Created from legacy assembly part during recipe migration,80
LEGACY-PART-23,Master Catton,Created from legacy assembly part during recipe migration,50
LEGACY-PART-24,Blade Seal,Created from legacy assembly part during recipe migration,2
LEGACY-PART-25,Transportion,Created from legacy assembly part during recipe migration,30
LEGACY-PART-26,Tape + Electricity,Created from legacy assembly part during recipe migration,20
LEGACY-PART-34,Gata Pech,Created from legacy assembly part during recipe migration,21
LEGACY-PART-35,Garari Masala,Created from legacy assembly part during recipe migration,27
LEGACY-PART-46,Base Chopper,Created from legacy assembly part during recipe migration,70
LEGACY-PART-47,Jar Chopper Plastic,Created from legacy assembly part during recipe migration,110
LEGACY-PART-48,Garari + Blade Chopper,Created from legacy assembly part during recipe migration,22
LEGACY-PART-49,Gene + Blade Seal,Created from legacy assembly part during recipe migration,10
LEGACY-PART-50,Brick,Created from legacy assembly part during recipe migration,10
LEGACY-PART-71,Complete Body WP,Created from legacy assembly part during recipe migration,135
LEGACY-PART-54,Jug Plastic,Created from legacy assembly part during recipe migration,250
LEGACY-PART-55,Base Masala With Blade,Created from legacy assembly part during recipe migration,105
LEGACY-PART-56,Base Jug With Blade,Created from legacy assembly part during recipe migration,105
LEGACY-PART-72,Motor 7020 CC,Created from legacy assembly part during recipe migration,700
LEGACY-PART-60,Flower,Created from legacy assembly part during recipe migration,14
LEGACY-PART-61,Master Carton,Created from legacy assembly part during recipe migration,25
LEGACY-PART-62,Chori,Created from legacy assembly part during recipe migration,48
LEGACY-PART-63,Gene China,Created from legacy assembly part during recipe migration,10
LEGACY-PART-69,Tie,Created from legacy assembly part during recipe migration,3
LEGACY-PART-70,Thermapore,Created from legacy assembly part during recipe migration,10
LEGACY-PART-73,Motor 7015 CC,Created from legacy assembly part during recipe migration,630
LEGACY-PART-75,Motor 7025 Copper,Created from legacy assembly part during recipe migration,1000
LEGACY-PART-74,Wire Computer,Created from legacy assembly part during recipe migration,60
LEGACY-PART-57,Motor 7020 Copper,Created from legacy assembly part during recipe migration,840
LEGACY-PART-1,Complete Body,Created from legacy assembly part during recipe migration,1020
LEGACY-PART-30,Blade Jug,Created from legacy assembly part during recipe migration,15
LEGACY-PART-31,Blade Masala,Created from legacy assembly part during recipe migration,13
LEGACY-PART-32,Garari Jug,Created from legacy assembly part during recipe migration,7
LEGACY-PART-39,Complete Body White,Created from legacy assembly part during recipe migration,1280
LEGACY-PART-40,Motor 8820 Copper,Created from legacy assembly part during recipe migration,1650
LEGACY-PART-11,Blade Jug China,Created from legacy assembly part during recipe migration,45
LEGACY-PART-12,Blade Masala China,Created from legacy assembly part during recipe migration,40
LEGACY-PART-13,Garari Jug China,Created from legacy assembly part during recipe migration,27
LEGACY-PART-41,Motor 8825 Copper,Created from legacy assembly part during recipe migration,1775
LEGACY-PART-77,Complete Body Black Amm,Created from legacy assembly part during recipe migration,950
LEGACY-PART-27,Gata Pech 3,Created from legacy assembly part during recipe migration,21
LEGACY-PART-28,Garari Masala China,Created from legacy assembly part during recipe migration,27
LEGACY-PART-42,Complete Body Pure,Created from legacy assembly part during recipe migration,1630
LEGACY-PART-76,Motor 7020CC,Created from legacy assembly part during recipe migration,700
LEGACY-PART-52,Jar Chopper Glass,Created from legacy assembly part during recipe migration,220
LEGACY-PART-37,Motor 7030 Copper,Created from legacy assembly part during recipe migration,1250
LEGACY-PART-51,Jar Chopper,Created from legacy assembly part during recipe migration,110
